generation,individual_id,seed_value,raw_reward,shared_fitness
1,0,2106,-1583.0573708306415,0.02026134364154869
1,0,2039,-1675.0310325646922,0.02026134364154869
1,0,2028,-1632.8164898365865,0.02026134364154869
1,0,2119,-1846.4598134833766,0.02026134364154869
1,0,2060,-1922.2729123911458,0.02026134364154869
1,1,2106,-1418.0303658887333,0.034899090578685434
1,1,2039,-1551.2190635557074,0.034899090578685434
1,1,2028,-1479.8050636412677,0.034899090578685434
1,1,2119,-1744.9538524550387,0.034899090578685434
1,1,2060,-1840.2880027524516,0.034899090578685434
1,2,2106,-1690.8717968894005,0.012735916466514464
1,2,2039,-1757.680103212081,0.012735916466514464
1,2,2028,-1731.4717441586067,0.012735916466514464
1,2,2119,-1894.1022939632155,0.012735916466514464
1,2,2060,-1947.1863507723747,0.012735916466514464
1,3,2106,-1179.4783908170812,0.058629566834475344
1,3,2039,-1280.324973086159,0.058629566834475344
1,3,2028,-1224.88866204325,0.058629566834475344
1,3,2119,-1645.7836747427843,0.058629566834475344
1,3,2060,-1709.9390923483902,0.058629566834475344
1,4,2106,-1462.21889703441,0.03366009861406554
1,4,2039,-1527.149948823943,0.03366009861406554
1,4,2028,-1508.2111948028073,0.03366009861406554
1,4,2119,-1741.942093872333,0.03366009861406554
1,4,2060,-1850.6498478505825,0.03366009861406554
1,5,2106,-1635.6465069692654,0.018071667062903793
1,5,2039,-1694.4305331745807,0.018071667062903793
1,5,2028,-1679.3062803500914,0.018071667062903793
1,5,2119,-1858.9044334744153,0.018071667062903793
1,5,2060,-1919.6755404520168,0.018071667062903793
1,6,2106,-1230.0784076569112,0.07824417019601823
1,6,2039,-899.0670628437591,0.07824417019601823
1,6,2028,-1233.248988990989,0.07824417019601823
1,6,2119,-1196.6804091907024,0.07824417019601823
1,6,2060,-1727.4880357600068,0.07824417019601823
1,7,2106,-904.8476312773455,0.048291859744670776
1,7,2039,-1521.5172217422166,0.048291859744670776
1,7,2028,-1378.8837858651837,0.048291859744670776
1,7,2119,-1688.4348779990476,0.048291859744670776
1,7,2060,-1835.2313938129466,0.048291859744670776
1,8,2106,-1220.9255003307285,0.04067698616401415
1,8,2039,-1523.4080861036205,0.04067698616401415
1,8,2028,-1406.4664245235404,0.04067698616401415
1,8,2119,-1701.9935756611483,0.04067698616401415
1,8,2060,-1852.0149119286743,0.04067698616401415
1,9,2106,-1392.2017611976316,0.07524654734853793
1,9,2039,-951.4276797152021,0.07524654734853793
1,9,2028,-1403.2701185298754,0.07524654734853793
1,9,2119,-1301.1219769108054,0.07524654734853793
1,9,2060,-1583.6252075829482,0.07524654734853793
1,10,2106,-1314.0709004112068,0.044509110596066756
1,10,2039,-1152.6500666911452,0.044509110596066756
1,10,2028,-1373.1847250472085,0.044509110596066756
1,10,2119,-1793.8675406733726,0.044509110596066756
1,10,2060,-1854.5666271637751,0.044509110596066756
1,11,2106,-1236.5595620667978,0.048840063574671494
1,11,2039,-1299.4948071467622,0.048840063574671494
1,11,2028,-1292.8435023709437,0.048840063574671494
1,11,2119,-1569.6405334937826,0.048840063574671494
1,11,2060,-1867.0704135452338,0.048840063574671494
1,12,2106,-1480.6813591434677,0.031005060676712833
1,12,2039,-1518.1547001957756,0.031005060676712833
1,12,2028,-1530.9839679164745,0.031005060676712833
1,12,2119,-1770.0715641470301,0.031005060676712833
