gen,best_fitness,max_raw_reward,avg_raw_reward
1,0.08300901948565399,-1166.1322503062001,-1288.2905289833245
2,0.06288644814437835,-891.801515385727,-1006.8314139879278
3,0.05806694996124956,-1131.8260923569846,-1219.7362184931014
4,0.06890040203281086,-1028.7214061551733,-1119.8189115382986
5,0.07587283174848969,-708.2659586130318,-928.674187705958
6,0.0733135667099018,-753.4264016257255,-907.8192677135761
7,0.06821089289787641,-868.4462000902438,-1046.6563134047992
8,0.06533639439793436,-947.7992405102517,-1074.0984624322732
9,0.07225969724269055,-961.0616302575032,-1167.9973542280072
10,0.06787442348096093,-895.9972414301307,-1080.975084572826
11,0.06576593196080575,-940.6258211772241,-1123.9012625870741
12,0.06661053156848822,-867.1491607621432,-1006.9220591077233
13,0.06854577769753373,-924.329698677119,-1098.1198925832955
14,0.08933119125958923,-722.1970219681865,-958.1377108684878
15,0.06110253316882527,-881.4792150719735,-1101.4393613115922
16,0.06327334591753594,-1009.2823701606143,-1120.5728205943722
17,0.07410957800504078,-800.3319135361762,-977.4883728712656
18,0.0809040928429727,-781.8309816495146,-1022.4730807703168
19,0.08231140084906619,-734.089518575477,-965.3959515392363
20,0.07096854343413217,-764.4344609905856,-974.5300455144397
21,0.08192083847364862,-669.6251184650624,-881.6220618012328
22,0.0697138432044194,-738.4934364143069,-931.0768140594461
23,0.0594982026591972,-932.952142837574,-1089.284723414044
24,0.07223882651903879,-861.1948780238569,-1024.65827978252
25,0.06420599446855252,-926.6667768918556,-1088.5511075039583
26,0.06165818288834781,-866.0340147370455,-1031.2575413867125
27,0.08334561902766781,-1005.1358220254581,-1143.1082924698608
28,0.08030833210686925,-708.5315752431421,-985.989480090208
29,0.08092245398140527,-728.7639367153861,-928.1106359420924
30,0.06391290525124829,-915.9106744820205,-1064.6797546891178
31,0.07070523274700777,-785.4065785472193,-961.9076709962859
32,0.06802017895227605,-945.9440763948769,-1062.9113660637345
33,0.08847497409309307,-708.091152594208,-925.2833873898111
34,0.0687423818731989,-867.2722748638922,-1040.2137554592407
35,0.07551386731695203,-754.0543830851378,-936.7143312551212
36,0.08977671664062291,-609.7869946531866,-852.9151933981087
