gen,best_fitness,max_raw_reward,avg_raw_reward
1,0.1100260821520614,-1137.4001431534145,-1260.6682560736333
2,0.13632516648161214,-867.165430635662,-1000.4009068916137
3,0.12514512933244318,-917.8118620265204,-1075.7845331444012
4,0.1295064200051027,-1059.7201198547318,-1173.4225118262239
5,0.14003238245415234,-993.8102779056575,-1129.8660960749048
6,0.1446841196776516,-951.3994616747593,-1133.7375786028663
7,0.13533098134995844,-989.4747916224835,-1163.2812377790133
8,0.15358756503197504,-1174.7905307616675,-1314.465510070017
9,0.14807451272398015,-844.4250472402111,-1065.6856169288797
10,0.12150247652311479,-908.8770187023993,-1106.5764223417236
11,0.16962888180168584,-620.3549972725443,-945.4765059853905
12,0.13241074910793751,-844.5453379836356,-1015.0509616659273
13,0.1348104739259458,-1002.654844182012,-1154.219663898234
14,0.15901381264400105,-803.9277271945497,-1047.598089800925
15,0.14832306615489887,-797.5182708812879,-1004.0468938526637
16,0.13359427008870564,-871.0744804545709,-1071.1800436468318
17,0.1323263628813589,-860.6373943523179,-1081.2096047319587
18,0.14241212226245145,-774.3340708908661,-969.579320969313
19,0.12161057281970654,-1040.4126642661456,-1166.061999059242
20,0.16483349438157197,-774.7864447389933,-1027.1048982166112
21,0.13900244452084792,-885.0348648936133,-1072.9944696115822
22,0.13683294905483762,-914.6055031856101,-1150.450566170452
23,0.14947423712547248,-884.0966879060046,-1087.8827862785345
24,0.17334609771587944,-1039.816486635785,-1229.5254709000835
25,0.17106898767789422,-783.2236523650233,-1107.4546781670226
26,0.1446567952966714,-890.4301890585054,-1169.7789322756573
27,0.15250138352772943,-765.2410073177459,-1045.0785186567775
28,0.137257680654026,-882.4444793829807,-1108.0230713397202
29,0.12636049320257658,-1000.7478121823508,-1220.3886257242277
30,0.18114507272502609,-890.0170056900246,-1233.5269020471567
31,0.14301032428938154,-1037.1364840821223,-1225.859320901963
32,0.17039838905057667,-781.5494739672056,-1114.978618943296
33,0.15660789038515108,-889.4338003987101,-1149.97177889262
34,0.1851488053462769,-635.6685539420425,-1000.8908584671819
35,0.14736902346617523,-1011.0388603046218,-1255.1246297091345
36,0.1594490409083666,-612.242031439337,-950.9266904708389
37,0.15839271710783484,-664.7278100911425,-959.4934224103113
38,0.149503542710039,-813.1269542025639,-1060.6407653089157
39,0.1412542435288929,-829.8589565889354,-1070.9365990967435
40,0.14726915370898985,-931.7758286482265,-1151.0898161473408
41,0.13315345606200654,-878.1653357945142,-1140.3870346507922
42,0.13731499823968016,-836.4143314741481,-1112.7587860671872
43,0.15687882356979402,-796.9717974572714,-1088.513728224719
44,0.15195250820685866,-839.8078978308653,-1138.4549208022256
45,0.13208554352682378,-831.7650755518167,-1139.0353455188742
46,0.14774915328500526,-815.8241983280753,-1150.3547239941051
47,0.14700581901389137,-897.6516755683411,-1215.4177403471424
48,0.15920799856538062,-821.638640847553,-1141.5727652902774
49,0.15659257930469084,-838.5974921540131,-1116.5065524523957
50,0.14036159740543763,-828.9663866833343,-1094.1916291885882
51,0.16725058615524763,-694.2211868322793,-1048.474880535562
