generation,individual_id,seed_value,reward,shared_fitness
1,0,2106,-842.4603614350583,0.07949279224813105
1,0,2039,-2000.0,0.07949279224813105
1,0,2028,-1027.9719259627318,0.07949279224813105
1,0,2119,-1560.1425762049869,0.07949279224813105
1,0,2060,-1766.2280164673605,0.07949279224813105
1,1,2106,-929.115490981764,0.10028553956388224
1,1,2039,-1199.991664914177,0.10028553956388224
1,1,2028,-969.3238612123235,0.10028553956388224
1,1,2119,-1559.0015011559044,0.10028553956388224
1,1,2060,-1735.1968444224347,0.10028553956388224
1,2,2106,-760.8319643991958,0.10181819315795135
1,2,2039,-1107.656293730206,0.10181819315795135
1,2,2028,-969.8213775468319,0.10181819315795135
1,2,2119,-1543.869662622665,0.10181819315795135
1,2,2060,-1783.8533236294556,0.10181819315795135
1,3,2106,-1115.0601146377917,0.09526953272576588
1,3,2039,-1357.100062540376,0.09526953272576588
1,3,2028,-954.0280206075028,0.09526953272576588
1,3,2119,-1574.0935161134507,0.09526953272576588
1,3,2060,-1709.2392110401122,0.09526953272576588
1,4,2106,-855.388433256541,0.10299438346634093
1,4,2039,-857.9334482921797,0.10299438346634093
1,4,2028,-1016.507177037563,0.10299438346634093
1,4,2119,-1538.7269399044594,0.10299438346634093
1,4,2060,-1809.3392932773886,0.10299438346634093
1,5,2106,-735.0053921278599,0.10263240962155874
1,5,2039,-1051.596211612976,0.10263240962155874
1,5,2028,-982.4016290832243,0.10263240962155874
1,5,2119,-1542.6279355260974,0.10263240962155874
1,5,2060,-1792.3715230179055,0.10263240962155874
1,6,2106,-728.4636043146409,0.10195408086302055
1,6,2039,-1211.28995283673,0.10195408086302055
1,6,2028,-985.3359694666577,0.10195408086302055
1,6,2119,-1566.137081748805,0.10195408086302055
1,6,2060,-1746.477253865353,0.10195408086302055
1,7,2106,-742.8662657226321,0.10345742046464128
1,7,2039,-1043.016336824686,0.10345742046464128
1,7,2028,-986.5558649637783,0.10345742046464128
1,7,2119,-1546.7827498623797,0.10345742046464128
1,7,2060,-1780.4846881837432,0.10345742046464128
1,8,2106,-848.5046072174359,0.10266906075380952
1,8,2039,-904.6034627178042,0.10266906075380952
1,8,2028,-1024.9063427797323,0.10266906075380952
1,8,2119,-1546.041311578825,0.10266906075380952
1,8,2060,-1796.4640580938283,0.10266906075380952
1,9,2106,-733.4313997020413,0.10148146934311661
1,9,2039,-1165.0939099011548,0.10148146934311661
1,9,2028,-971.1874522474426,0.10148146934311661
1,9,2119,-1552.1502368045235,0.10148146934311661
1,9,2060,-1773.5202053583869,0.10148146934311661
1,10,2106,-907.1694351117122,0.10141037643156649
1,10,2039,-970.3343102929887,0.10141037643156649
1,10,2028,-886.4349142249789,0.10141037643156649
1,10,2119,-1507.7748337701662,0.10141037643156649
1,10,2060,-1832.5891488460852,0.10141037643156649
1,11,2106,-979.8234896894198,0.10051126109971446
1,11,2039,-968.7702872540237,0.10051126109971446
1,11,2028,-859.4854169093525,0.10051126109971446
1,11,2119,-1499.6787185400715,0.10051126109971446
1,11,2060,-1838.8437600155112,0.10051126109971446
1,12,2106,-747.5485311392321,0.10245001363927299
1,12,2039,-969.3027190359526,0.10245001363927299
1,12,2028,-968.9014081313339,0.10245001363927299
1,12,2119,-1514.0606404556456,0.10245001363927299
1,12,2060,-1831.4322305108053,0.10245001363927299
1,13,2106,-861.5689730511112,0.09782264687832672
1,13,2039,-1150.9178040475242,0.09782264687832672
1,13,2028,-1050.137197050072,0.09782264687832672
1,13,2119,-1561.2149621605104,0.09782264687832672
1,13,2060,-1770.823516150748,0.09782264687832672
1,14,2106,-840.2513916537638,0.09808493858424663
1,14,2039,-1333.3825729584967,0.09808493858424663
1,14,2028,-1038.8996725386257,0.09808493858424663
1,14,2119,-1581.625149264905,0.09808493858424663
1,14,2060,-1715.874285514051,0.09808493858424663
1,15,2106,-952.3741887971629,0.0989493933899178
1,15,2039,-1106.5400226979998,0.0989493933899178
1,15,2028,-964.7329762446795,0.0989493933899178
1,15,2119,-1538.017420662537,0.0989493933899178
1,15,2060,-1782.4035866809168,0.0989493933899178
1,16,2106,-859.2903433610732,0.09826227238069447
1,16,2039,-1294.3431964855365,0.09826227238069447
1,16,2028,-1052.6254145105747,0.09826227238069447
1,16,2119,-1581.0128795241346,0.09826227238069447
1,16,2060,-1717.5161122159186,0.09826227238069447
1,17,2106,-778.2198055898621,0.10435363536710686
1,17,2039,-918.5989676929097,0.10435363536710686
1,17,2028,-973.2581738170894,0.10435363536710686
1,17,2119,-1541.350333883988,0.10435363536710686
1,17,2060,-1801.7480462310118,0.10435363536710686
1,18,2106,-503.27541128448877,0.1100260821520614
1,18,2039,-901.9115116548162,0.1100260821520614
1,18,2028,-953.3324414879755,0.1100260821520614
1,18,2119,-1512.3327012731183,0.1100260821520614
1,18,2060,-1816.1486500666738,0.1100260821520614
1,19,2106,-1041.5578654348924,0.0955765630098226
1,19,2039,-1249.600983248414,0.0955765630098226
1,19,2028,-986.8755734004822,0.0955765630098226
1,19,2119,-1563.900145276452,0.0955765630098226
1,19,2060,-1746.9066337730167,0.0955765630098226
1,20,2106,-1124.4355411195409,0.0946384390729681
1,20,2039,-1360.528263806075,0.0946384390729681
1,20,2028,-952.3364201651686,0.0946384390729681
1,20,2119,-1572.5035374303866,0.0946384390729681
1,20,2060,-1714.8858384985297,0.0946384390729681
1,21,2106,-1043.113796514456,0.09699667304036776
1,21,2039,-1243.3803446712227,0.09699667304036776
1,21,2028,-976.1381434463788,0.09699667304036776
1,21,2119,-1565.9909771202522,0.09699667304036776
1,21,2060,-1733.2584192221648,0.09699667304036776
1,22,2106,-874.1968403308474,0.09759452555165997
1,22,2039,-967.0288766253901,0.09759452555165997
1,22,2028,-1053.5852322135906,0.09759452555165997
1,22,2119,-1556.2544376606406,0.09759452555165997
1,22,2060,-1821.3592049486285,0.09759452555165997
1,23,2106,-769.9751238730252,0.10980421832188562
1,23,2039,-730.7215270269829,0.10980421832188562
1,23,2028,-977.4067818559884,0.10980421832188562
1,23,2119,-1540.8706758279352,0.10980421832188562
1,23,2060,-1789.7915816612995,0.10980421832188562
1,24,2106,-776.6998594476493,0.10139650650618982
1,24,2039,-1175.117818475474,0.10139650650618982
1,24,2028,-974.6971707296732,0.10139650650618982
1,24,2119,-1551.7541231211203,0.10139650650618982
1,24,2060,-1762.4630727311403,0.10139650650618982
1,25,2106,-1077.990966954694,0.0966740438287442
1,25,2039,-1386.0278405225442,0.0966740438287442
1,25,2028,-972.2181929119367,0.0966740438287442
1,25,2119,-1586.833887351786,0.0966740438287442
1,25,2060,-1682.294184546192,0.0966740438287442
1,26,2106,-732.7427031975607,0.10108361438552474
1,26,2039,-1208.6220565321687,0.10108361438552474
1,26,2028,-1007.9727579793649,0.10108361438552474
1,26,2119,-1564.2856761931855,0.10108361438552474
1,26,2060,-1752.1554228349494,0.10108361438552474
1,27,2106,-741.5971630282748,0.10148585142177252
1,27,2039,-1112.0971571275713,0.10148585142177252
1,27,2028,-982.5461442171038,0.10148585142177252
1,27,2119,-1548.675030798606,0.10148585142177252
1,27,2060,-1785.0618833925437,0.10148585142177252
1,28,2106,-731.9690636053328,0.10139340197046995
1,28,2039,-1224.168810399346,0.10139340197046995
1,28,2028,-1021.0168706985875,0.10139340197046995
1,28,2119,-1572.9762513041856,0.10139340197046995
1,28,2060,-1737.2196928994772,0.10139340197046995
